id	review_lemmas	food	interior	price	service	whole
40	"н начинать из далекий ))  год 1 , 5 - 2 назад заходить в даль и оставаться с неоднозначный впечатление  ( то ли понравиться , то ли нет ) кухня никакой , какой-то странный персонал в непонятный форма , обслуживание тоже ни о что единственный что зацеплять  -  дизайн кафе , уж очень красивый буквально на день решать рискнуть и зайти отдыхать кафе можно быть узнавать только по оставлять дизайн , весь остальной поменяться заказывать себя салат , так я даже быть жалко он съедать , настолько быть красивый украшать )) я уже не говорить , что быть очень вкусно ) очень понравиться ненавязчивый и качественный обслуживание спасибо вы большой за уютный атмосфера , от вы даже не хотеться уходить , все настолько быть тепло и радушно )"	positive	positive	absence	positive	positive
41	"быть в три разный ресторан мама рома кухня радовать ,  а вот обслуживание не очень хороший блюдо то ли готовиться долго ,  то ли они долго нести ,  хотя народ весь 2 раз быть немного  -  казаться бы ...  один раз вообще складываться ощущение ,  что про мы забывать но плохой то ,  что в наличие постоянно нет что-то из меню  -  и ,  как назло ,  именно то ,  что хотеться попробовать выбор десерт оказываться вообще маленький паста вкусный ,  все рекомендовать а вот пицца не фонтан  -  обычный такой ,  ничто особенный не стоить тот деньги ,  который за она брать"	both	absence	negative	negative	both
42	"зайти ваппетит случайно не смотря на то , что быть будний день (  вторник 14 сентябрь )  и достаточно много народ ,  все же решать оставаться мы встречать менеджер -  темноволосый стройный девушка ,  проводить к стол и давать меню ... спустя 5 минута приходить официантка ,  принимать заказ и удаляться ... посмотреть вокруг мы подумать что ждать приходиться долго -  ресторан быть полный ,  однако мы ошибаться  ,  ожидание быть недолгий -  вполне приемлимый для любой заведение , за приятный беседа мы не замечать как проходить время ... бизнес ланч ,  на удивление ,  оказываться очень вкусный и сытный -  вполне соответствовать свой цена в общий очень хороший место ,  разнообразный вкусный меню ,  приемлемый цена и высокий качество обслуживание мы очень все понравиться спасибо этот заведение обязательно прийти на выходной"	positive	absence	positive	positive	positive
43	"один из мой любимый ресторан с самый открытие посещать он ,  так как рано жить рядом при открытие подарить дисконтный карта 20 %  в подарок ,  и это становиться мотивация к частый посещение все всегда все очень вкусный :  борщ с копченость ,  ролл на гриль ,  обалденный филадельфия мой молодой человек скептически относиться к мой отзыв ,  пока я он не приводить туда поесть рибай ,  после что сделать вывод ,  что он быть хороший ,  чем в некоторый стейк - хаус любимый салат цезарь с креветка тоже быть хороший порция большой ,  красивый тарелка ,  хороший обслуживание по обслуживание отдельно :  быть официант ,  который работать с самый открытие - это тоже неплохой показатель качество шеф-повар тоже с самый открытие даже бизнес - ланч вкусный по десерт ничто сказать не мочь - не пробовать интерьер достаточно спокойный ,  в бежевый - коричневый тон ,  но не дешевый ,  не сказать ,  что это какой то кафе у черт на кулички а в этот заведение ни раз не быть разочарование за весь время - не врать это не реклама этот заведение и не какой нибудь пиар ,  так как не иметь никакой отношение к этот заведение просто давно хотеться сказать спасибо хотеться ,  чтобы вы располагаться близко к центр или в самый центр ,  так как жить уже в центр пожелание :  оставаться на тот же уровень"	positive	positive	absence	positive	positive
44	"отмечать в этот ресторан день рождение в суббота вечер хотеть выражать большой благодарность прежде все руководство ресторан ,  обслуживающий персонал и конечно же тот повар ,  который готовить посетитель заведение столь вкусный блюдо понравиться абсолютно весь конечно же впечатлять интерьер :  уютно и красиво стол быть шикарный хотеть отмечать ,  что для ресторан такой уровень цена не высокий хотеться снова окунаться в незабываемый атмосфера ,  который присущий данный заведение"	positive	positive	positive	positive	positive
45	"сегодня мы весь семья посещать ресторан марчеллис быть впервые ,  оставаться довольный ,  кухня и обслуживание превосходить наш ожидание ,  не везде встречать так ,  как будто мы приходить в гость к друг ))))  приходить покушать около 16 час ,  народ полный зал ,  стол не заказывать ,  поэтому приходиться садиться очень близко к дверь ,  но так как у мы маленький ребенок ,  переживать что ребенок продувать девушка - администратор входить в положение ,  и моментально решать вопрос  ( уже через пара минута мы располагаться в центр зал на мягкий диван )  и тут же сам принимать заказ обстановка в ресторан вообще очень приятный и домашний ,  грязный тарелка исчезать со стол незаметно ,  весь персонал приятный и улыбчивый ребята по кухня :  очень понравиться палтус со шпинат ,  такой нежный палтус мы нигде не встречать ,  впечатлить салат из запеченый овощ ))  в основной все порадовать ,  уходить довольный и сытый а еще ,  мы не становиться заказывать десерт ,  т к наш ужин получаться довольно сытный ,  но ,  приятно удивляться ,  когда мы угощать вкусняшка в маленький рюмочка , ( по-моему панакот ) теперь мы частый гость в этот заведение ,  весь семейный праздник быть отмечать в марчеллис ребята ,  так держать ,  спасибо большой P S :  не мочь не отмечать трепетный отношение к ребенок в этот ресторан ,  мой малыш там настолько понравиться ,  еле уводить домой ))))"	positive	positive	absence	positive	positive
46	"добрый день ходить с девушка 22.12 -  она очень понравиться вообще она любить много китайский кухня и постоянно таскать я по всякий китайский ресторанчик ,  но я не очень разделять ее восторг на счет китайский деликатес некоторые блюдо ,  вообще хорошо не знать как и из что готовить ))  ну а тут по совет начальник приглашать она в дача Оч милый проводить время -  вкусный еда и красиво оформлять зал сразу как зайти ,  к мы подходить официант очень не любить ,  когда сидеть и подолгу ждать ,  когда на ты обращать внимание ,  здесь все наоборот очень быстро ,  вежливо заказ то же не приходиться оч долго ждать в общий вечер проходить на отлично ,  в следующий раз обязательно к вы приводить свой девушка"	positive	positive	absence	positive	positive
47	"отличный заведение посещать этот место с самый открытие здесь работать прекрасный ребята ,  внимательный ,  гостеприимный именно здесь чувствовать ,  что ты всегда рад жить недалеко ,  бывать здесь и с молодой человек ,  и с друг ,  и с родственник ,  и забегать просто поужинать из меню пробовать почти все здесь самый хороший мисо суп в город !!!  большой порция и очень вкусно !!!  суша всегда из свежий рыба ,  ролл очень аккуратно сделать салат всегда свежий ,  да и порция не маленький из горячий очень любить утиный грудка гриль с фрукт и стейк из тунец !!!!  стейль из лосось со шпинат  -  любимый блюдо мой подруга медальон из телятина с овощ тоже объедение не нужно ходить в дорогой ресторан ,  чтобы вкусно поесть рекомендовать все это место и дешевый и качественно !!!  быть продолжать посещать это место !!! спасибо персонал за их работа !!!"	positive	absence	positive	positive	positive
48	"праздновать свадьба в этот ресторан 7 август 2014 г у мы быть совсем небольшой банкет на 6 человек ,  в качество гость только родитель ресторан этот понравиться сразу ,  как только мы первый раз туда приезжать красивый интерьер ,  спокойный атмосфера с приятный ,  ненавязчивый музыка ,  обходительный и вежливый персонал несмотря на то ,  что у мы небольшой число гость мы разрешать приносить свой напиток без пробковый сбор ,  сладость и фрукт банкетный меню быть на выбор мы помогать определяться с выбор столик и с блюдо из меню все быть очень - очень вкусно и много ,  большой половина забирать домой мы весь это упаковывать в ланч - бокс можно быть приносить свой музыка ,  вообщий сделать все ,  чтобы мы наиболее комфортно проводить этот вечер большой спасибо администратор сергей ,  он обслуживать наш банкет ,  все быть подавать во время , он откликаться на весь наш просьба также спасибо весь персонал ресторан желать вы успех ,  процветание и много клиент !!!  уверять ,  что еще не раз посещать это замечательный заведение"	positive	positive	positive	positive	positive
49	"в один из недавний ,  совсем не по-весеннему холодный вечер захотеться тепло и уют ...  приглашать девушка в амарена на романтический ужин в ресторан ранее никогда не быть ,  но часто проезжать мимо уже давно хотеть посещать вечер начинать радовать то ,  что быстро добираться ,  ресторан достаточно удобно располагать мы приятно встречать и проводить к столик ,  вручать меню все как положено ,  с искренний улыбка  ( кажется ,  это быть администратор ) вскоре появляться не менее дружелюбный официант и поинтересоваться ,  готовый ли мы сделать заказ в ожидание еда мы осматриваться заведение с очень с приятный интерьероом ,  в теплый тон светлый мебель быть очень комфортно и уютно для себя отмечать ,  что зал прекрасно подходить и для празднование какой-то масштабный событие приносить блюдо тоже очень понравиться !!! ( повар за этот отдельный спасибо !!!)  лосось просто таять во рот ,  салат цезарь вообще вне всякий похвала мой спутница не отказывать себя в десерт название не запоминать ,  но выглядеть это  « нечто »  красочно ,  очень красивый подача в целое ,  очень хорошо проводить вечер девушка тоже все понравиться !!!  р S приезжать еще не раз )"	positive	positive	absence	positive	positive
50	"никогда не писать отзыв ,  но тут  -  просто обязанный искать с друг хороший местечко на север ,  чтобы быть уютно ,  не сильно шумно как в популярный кафе - бар ,  но и не ресторан  -  в общий приличный паб для хороший выпивка и закуска и это место именно то ,  что надо и даже хороший правда сам факт то ,  что мы удаваться посидеть в этот заведение считать везение  -  увидеть свободный столик почти в угол  -  просто везти что он быть свободный поэтому теперь перед поход сюда  -  быть бронировать пиво не пробовать  -  поэтому ничто не сказать пробовать коктейль -  прекрасный ,  чувствоваться ,  что сделать из хороший напиток ,  как положено отдельный спасибо официантка -  она просто угадывать наш желание ,  и советовать то ,  что мы и хотеться обслуживание 10 балл еда вкусный еще стоить отмечать прекрасный ,  уютный и стильный интерьер и безупречно подобранный музыкальный фон  ( для тот ,  кто это важно ) ощущение быть ,  что я дома ,  и все свой спасибо ,  радио за отличный вечер"	positive	positive	absence	positive	positive
51	"вы помнить мультик про мышонок повар ,  жить в париж ,  рататуя ?=)  там быть ресторанный критик ,  который приходить в заведение ,  где мышонок работать ,  а мышонок не долго думать приготавливать он самый обычный рататуя блюдо домашний французский кухня ,  род из прованс и когда этот критик попробовать этот рататуя ,  у он перед глаз возникать картина воспоминание его беззаботный детство у бабушка в деревня я испытывать абсолютно такой же ощущение !!!  начинать с то ,  что я безумно понравиться интерьер все сделать со вкус ,  качественно ,  без лишний помпезность там крайне приятно находиться мы встречать ,  усадить за столик ,  приносить меню кстати меню ,  очень большой я долго сидеть и не мочь выбирать ,  что - же я попробовать в итог быть выбирать особукко ,  баклажан ,  и домашний красный вино очень приятно быть получать комплимент от шеф-повар в вид салат =)  мясо быть превосходный ,  просто потрясающий честный слово кстати порция весьма внушительный по крайний мера для я ,  мы она с муж на двое съедать баклажан нежный ,  отлично запекать вкусный домашний вино обслуживание внимательный и не навязчивый я рад ,  что теперь быть действительно настоящий ресторан итальянский кухня ,  да еще и рядом с дом =))  обязательно прийти и еще не раз ,  ведь теперь это мой любимый место"	positive	positive	absence	positive	positive
52	"решать отмечать в этот заведение свой др в компания друг до это пара раз заходить и от посещение оставаться приятный впечатление приветливый персонал ,  хороший выбор пиво ,  быстрый выполнение заказ порадовать и наличие свой пиво по приемлемый цена и неплохой вкус столик заказывать заранее ,  еще в понедельник однако ,  в пятница ,  когда приходить уже непосредственно отмечать и решать заказывать они пиво ,  я сказать что в наличие оставаться только один сорт ,  причем не местный пиво я расстраиваться ,  но не отменять же все ,  то более приглашать становиться помаленьку подходить ...  только через полчаса мы приносить заказывать пиво в следующий раз официантка удаваться подзывать ,  когда бокал уже 10 минута быть пустой ...  решать заказывать пиво много ,  чтобы больше не ждать через несколько минута официатка приносить 1 бокал и сказать ,  что пиво больше нет !!!  больше оставаться в это заведение не хотеться слава бог у мы в город быть другой место ,  где пиво не кончаться через час и обслуживать персонал не забывать про твой столик на долгий время так что вечер удаваться спасать ,  а от глобус оставаться тяжелый неприятный осадок ..."	absence	absence	absence	negative	negative
53	"субботний вечер зайти компания в кафе Dolce Italy ,  попить кофе с пирожное быть без пятнадцать девять ,  а кафе ,  как оказываться ,  закрываться ровно в девять вечер мы любезно предлагать размещаться в ресторан ,  а пирожное пообещать приносить туда так и происходить наш знакомство с ресторан Italy народ быть много ,  полный зал для мы смочь находить только столик для курящий ,  но это сильно не помешать ,  так как вентиляция справляться то что мы заказывать ,  мы понравиться интерьер спокойный ,  сделать со вкус ,  но без особый изыск на мой взгляд ,  много подходить для компания ,  чем для то ,  чтобы приходить вдвоем что касаться сервис ,  то официантка в начало про мы забывать ,  приходиться окримнуть ,  чтоб сделать заказ но в остальное все вежливо и предупредительный к салат цезарь нужный быть соус без анчоус вначале повар сказать ,  что они мочь предлагать лишь майонез ,  что соус готовиться утро одинаковый для все минута через десять прибегать снова и обещать сделать все в хороший вид ..  в общий ,  зайти в этот место снова обязательно попробовать больше итальянский блюдо давно уже хотеть с жена находить для себя хороший итальянский ресторан вдруг Italy оказываться именно они  :)"	absence	positive	absence	both	positive
54	"на 2ом этаж быть раз два красивый интерьер  -  сидеть у окно за столик с диванчик намного удобный чем на 1ом этаж порция небольшой ,  но паста быть оч вкусный )))  обслуживание не понравиться  -  готовить  ( или приносить ?? )  заказ очень долго ,  учитывать что оба раз ресторан быть полупустой ...  если бы не это ,  то мочь бы называть моджо приятный место чтобы посидеть вечер с друг"	both	positive	absence	negative	both
55	"сегодня быть в этот ресторан !!  мало сказать ,  что обслуживать там долго !!!  1 )  хостес в этот ресторан нет ,  так что встречать мы никто не спешивать подождать 10 мина 2 )  ждать пока к мы кто-нибудь подходить принимать заказ приходиться еще минута 10 3 )  заказывать по купон по два блюдо в 19 50 где-то .. второй блюдо я получать в 21 : 30 вместо то , чтобы проводить хороший вечер в компания ,  проводить вечер в ожидание один отрицательный эмоция !!!!!!  единственный ,  что понравиться ,  это музыка и интерьер но много идти в этот ресторан не захотеться претензия скоро не к обслуживание ,  а к администрация ,  который такой большой ресторан не мочь обеспечивать нормальный количество официант и ,  видимо ,  повар !!!!"	absence	positive	absence	negative	negative
56	"мы понравиться абсолютно весь !!! очень хороший ресторан прекрасный банкетный меню ,  хороший кухня и очень демократичный цена вкусный шашлык ,  хороший ассортимент блюдо отмечать с друг и семья новый год быть очень весело атмосфера позитивный домашний ,  потому что уютный обстановка и приветливый персонал интересный развлекательный программа и живой музыка на высокий уровень спасибо вы большой !!!  отмечать у вы новый год теперь быть заходить часто быть 18ого январь ,  думать быть скучно ,  но ошибаться все быть как и в новый год на высокий уровень а музыкант не давать скучать хороший кальян по приемлемый цена ставить 5 из 5 и все рекомендовать для отдых с друг и семья"	positive	positive	positive	positive	positive
57	"мы быть в этот ресторан 2 раз обслуживание очень довольный ,  скатерть менять после каждый посетитель ,  все очень чисто официант очень подготовить ,  мочь рассказывать ,  что из что готовиться ,  как подаваться порция достаточно большой все вкусно единственный минус  -  в праздник и выходной у они очень много посетитель ,  хотя это говорить о то ,  что ресторан хороший ... и поэтому готовить очень долго закуска и салат приносить быстро ,  а горячо нужно ждать за ожидание мы приносить комплимент  -  мороженое для ребенок кстати ,  мороженое они готовить сам очень вкусно"	positive	absence	absence	both	both
58	"небольшой и уютный ресторан при вход мы встречать элегантный мужчина ,  который принимать верхний одежда и проводить в зал поздно ,  рассматривать фотография на стена ,  увидеть на все данный мужчина ,  и понимать ,  что это сам хозяин встречать гость хозяин  -  это много значить ,  такой в питер я еще не встречать внутри ресторан достаточно уютный ,  но вот столик маленький ,  четвером за один столик уже тесновато ,  особенно когда набирать блюдо меню ресторан достаточно утонченный ,  но не блистать 10 салат ,  10 второй блюдо и т д можно сказать ,  что оно даже скромный но ,  в тот же время кухня в немой превосходный ,  все блюдо там изысканный и очень вкусный там впервые я попробовать мраморный говядина ,  видеть ее много в какой ресторан ,  но тут все-таки решать попробовать блюдо быть нежный ,  таять во рот порция небольшой ,  но и не маленький ,  самый то ,  что бы все съедать ,  что заказывать ресторан очень уютный ,  чувствовать себя как дома обслуживание хороший ,  кухня вкусный но ,  сказать сразу ,  что ресторан не дешевый ,  примерный счет 2000 руб на человек хотя ,  если не смотреть на цена ,  то ресторан смело можно рекомендовать к посещение данный ресторан я включать в свой белый список ,  и быть всегда иметь он на примета"	positive	both	negative	positive	positive
59	"давно здесь не быть ,  хотя близко от я на мой взгляд явно происходить изменение к хороший у вход вежливо встречать ,  предлагать зал для курящий и не курящий только садиться за выбирать я столик ,  меню сразу на стол ,  только выбирать выбирать официант тут как тут чайничек зеленый чай с жасмин не заставлять себя ждать становиться быстро готовить заказывать еще себя рис с угорь и ролл радужный доедать первый блюдо ,  сразу же приносить второй замечательно при это из новинка ,  что мой столик обслуживать не один официант как часто бывать ,  а группа ,  в данный момент мало занятый от это явно скорость подача блюдо и мой настроение явно повышаться расчет происходить также быстро до свидание на выход сказать желание зайти сюда еще появляться официант в масса свой мужчина ,  как рассказывать это фишка суша ,  позволять увеличивать быстрота обслуживание она работать ,  действительно ,  работать над что еще нужно работать заведение это над кухня ,  он пока не на уровень сервис"	negative	positive	absence	positive	both
60	"ресторан очень хороший !!!  с он у я связанный очень трепеиный и важный событие ... в этот ресторан я мой будущий муж сделать предложение  ( кстати ,  свадьба через неделя и мы быть отмечать она только там ) кухня замечательный ,  обслуживание на 10 не приходиться ждать меню ,  как это обычно бывать в некоторый ресторан мы садиться ,  заказывать грузинский блюдо ,  шампанское ,  через минута 5 мы приносить самый вкусный шампанское ,  который я пить в жизнь . ....  заказ тоже не приходиться ждать очень долго ,  минута 20 ,  нормально мы кушать ,  кушать ,  и никак не мочь наслаждаться еда ,  она быть такой вкусный ,  необычный ,  т к я быть первый раз в грузинский ресторан там спокойно ,  музыка такой спокойный и восточный ...)))  правда не помнить живой ли она быть ,  вроде ,  нет мы быть там день ,  а вечер там я это точно знать ,  что намечаться какой-то программа я очень понравиться !!!!  если вы искать ресторан для какой-либо важный событие ,  мочь смело идти в тбилисо !!!  если не понравитсяЯ ,  мочь я исбить ... :-))))"	positive	positive	absence	positive	positive
61	"являться постоянный посетитель данный заведение более год главное ,  что хотеться бы отмечать  -  постоянно высокий качество кухня это один из немногий место ,  где хотеться попробовать весь и сразу обязательно рекомендовать попробовать суша и ролл она обалденное ,  готовить они быстро ,  всегда свежий и очень вкусный удивительный особенность для сеть ресторан то ,  что и в другой ресторан  ( комендантский ,  петроградский )  уровень сервис и кухня оставаться на тот же уровень особенно это хорошо видно ,  если вы являться постоянный посетитель палка или евразия  =))  единственный ,  что хотеться отмечать из негативный  -  в зал для некурящий бывать холодно ,  когда открываться входной дверь ,  но это мелочь если вы идти туда в первый раз  -  обязательно попробовать мороженое в кляр  -  хороший в город а вот горячо раз на раз не приходиться бывать приносить и холодный ..  обслуживание хороший ,  но иногда приносить все сразу :  и суша и суп и десерт надеяться ,  качество обслуживание и кухня быть столь же высокий ,  все-таки любимый ресторан"	both	both	absence	both	both
62	"давно хотеть посещать этот ресторан ,  т к очень любить китайский кухня ,  а муж предпочитать японский вроде бы идеальный вариант собираться долго ,  приходить к ночь конечно ,  все уставать 11 вечер официантка ,  как будто под легкий наркотик слушать не внимательно и не что не записывать ,  в результат после 25 минутный ожидание приносить не то блюдо ,  который заказывать отказываться время быть поздний много быть мы не мочь  ,  но сказать 3 блюдо китайский кухня и 2 японский мы не находить не один действительно вкусный кухня претензионный и не вкусный кроме то в счет уже включать чаевые ,  а это 10  % ,  за такой обслуживание я не давать и 2 х ..  из положительный только интерьер но очень не удобный мебель в общий ,  в этот заведение мы больше не пойти"	negative	both	negative	negative	negative
63	"быть на мой день рождение в этот ресторан я все очень понравиться огромный спасибо официант дмитрий  -  очень вежливый и приветливый заказывать по салат цезарь ,  паста и пицца  -  все понравиться еще дмитрий псоветовать мы очень вкусный белый вино ,  а узнавать ,  что у я праздник  -  в подарок мы получать фруктовый тарелка хотеть отмечать интерьер  -  стильный ,  теплый и уютный зайти еще не раз рекомендовать"	positive	positive	absence	positive	positive
64	"заезжать поужинать с подруга пара неделя назад столик не заказывать про сервис ничто негативный не сказать -  быстро подходить ,  все улябываться ,  подходить спрашивать ,  все ли нравиться приятно интерьер на любитель ,  но мило и удобно еда хороший вкусно ,  не так дорого подача плов -  оригинальный ,  но ...  я лично это не понравиться ,  хотя идея конечно не плохой девушка явно нравиться я лично ожидать чуть боьше блюдо из мясо в такой ресторан на мангал с другой сторона по один шашлык быть из каждый вид мясо ,  в принцип хватать ,  но хотеться что то необычный увидеть .."	both	positive	positive	positive	both
65	"являться постоянный гость данный кафе недавно в он сделать ремонт и теперь там светло и уютно кухня очень нравиться ,  часто ходить туда с друг и там же отмечать праздник  ( н - р день рождение ) обслуживание на высокий уровень ,  персонал работать очень хорошо и всегда внимательный к гость рекомендовать это кафе как для тот ,  кто просто хотеть попить кофе в спокойный обстановка ,  так и для тот ,  кто хотеть отмечать день рождение или какой-то другой праздник"	positive	positive	absence	positive	positive
66	"довольно приятный заведение ,  интерьер симпатичный обслуживание тоже быть хороший ,  да и на весь вопрос официантка отвечать по повод кухня ничто сказать не мочь ,  ибо заказывать только мороженный ,  но мой спутник оставаться довольный блинчик с мясо самый приятный пожалуй это цена ,  при такой интерьер и качество блюдо я бы ожидать цена раз в 2 много это точно к то же это центр"	positive	positive	positive	positive	positive
67	"17 июнь отмечать в санторини свадьба  -  обслуживание очень хороший  -  мы с муж сам ни раз не наполнять себя бокал  -  за весь следить официант обслуживание быть на высокий уровень ,  ненавязчивый все убирать вовремя единственный ,  я бы заказывать много еда  -  у мы съедать абсолютно все то ли быть так вкусно ,  то ли еда нехватывать ...  у мы выходить 1500 на человек надо быть заказывать на 2000 мы специально до свадьба съездить в ресторан и покушать там как обычный посетитель для мы ценник дороговатый ,  но все быть настолько вкусно ,  обслуживание быть такой хороший ,  что останавливать выбор на санторини мы не пожалеть  -  все быть супер гость еда очень понравиться ,  обслуживание отличный ,  много место для танец пожалуй ,  это хороший выбор ,  который мы мочь сделать спасибо персонал"	positive	positive	negative	positive	positive
68	"привет весь мы из москва , посещать на выходной питер и ваш замечательный ресторан понравиться все : и необычно выполнять интерьер , и хороший обслуживание официантка с рекомендация блюдо , прекрасный вид из окно , и самый главное очень хороший кухня !!! цена полностью соответствовать качество , все очень вкусно , что на мой взгляд редкость для питер , где мало действительно хороший ресторан BELLINI один из они в следующий раз когда быть в питер обязательно быть у вы , спасибо"	positive	positive	positive	positive	positive
69	"у мы быть свадьба в этот ресторан все быть просто великолепно все оставаться довольный и кухня ,  и интерьер и обслуживание большой спасибо администрация и персонал ресторан всегда идти навстречу наш пожелание и все сделать на высокий уровень банкетный меню быть за 4 т р  -  очень много еда на человек получаться и еда  ( во всякий случай ,  горячий закуска и второй блюдо )  быть очень хороший"	positive	positive	neutral	positive	positive
